Date,Open,High,Low,Close,Adj Close,Volume
2008-05-05,36.590000,36.939999,36.500000,36.799999,27.820574,1830450
2008-05-06,36.799999,37.290001,36.650002,37.130001,28.070057,4252946
2008-05-07,37.270000,37.849998,37.040001,37.709999,28.508537,4924332
2008-05-08,37.439999,37.830002,37.119999,37.720001,28.516090,3654998
2008-05-09,36.509998,36.660000,35.820000,36.119999,28.096048,4339574
2008-05-12,36.169998,36.540001,36.049999,36.230000,28.181616,2101863
2008-05-13,36.549999,36.869999,36.200001,36.590000,28.461639,2012713
2008-05-14,36.419998,36.860001,36.320000,36.660000,28.516088,2522060
2008-05-15,36.660000,36.750000,36.450001,36.549999,28.430531,2314891
2008-05-16,36.770000,37.340000,36.660000,36.939999,28.733892,4890687
2008-05-19,37.090000,37.310001,36.860001,37.180000,28.920576,3365986
2008-05-20,36.980000,37.110001,36.270000,36.299999,28.236063,3722100
2008-05-21,36.270000,36.389999,34.509998,34.750000,27.030396,5194808
2008-05-22,35.049999,36.029999,34.599998,35.830002,27.870474,5645215
2008-05-23,35.700001,35.919998,35.279999,35.279999,27.442652,3199300
2008-05-26,35.250000,35.369999,34.709999,35.150002,27.341532,1455955
2008-05-27,35.400002,36.009998,34.959999,35.740002,27.800468,3395425
2008-05-28,35.799999,36.970001,35.700001,36.610001,28.477200,3911726
2008-05-29,36.950001,37.250000,36.639999,37.130001,28.881685,3644572
2008-05-30,37.290001,38.070000,37.110001,38.070000,29.612865,8346160
2008-06-02,38.040001,38.049999,36.470001,36.500000,28.391634,4095097
2008-06-03,36.500000,37.090000,36.419998,36.939999,28.733892,2193641
2008-06-04,37.000000,37.180000,36.230000,36.849998,28.663881,3618004
2008-06-05,36.950001,37.240002,35.930000,36.139999,28.111609,4316003
2008-06-06,36.450001,36.450001,34.500000,34.560001,26.882603,5884195
2008-06-09,34.400002,34.669998,33.880001,34.279999,26.664801,4568103
2008-06-10,33.790001,34.560001,33.529999,34.360001,26.727028,4176808
2008-06-11,34.410000,34.610001,32.799999,33.400002,25.980291,4877184
2008-06-12,33.590000,33.799999,32.939999,33.669998,26.190311,3608534
2008-06-13,32.990002,33.560001,32.540001,33.560001,26.104748,4309292
2008-06-16,33.619999,34.040001,33.020000,33.189999,25.816940,2809262
2008-06-17,33.230000,34.299999,33.230000,33.869999,26.345881,3327337
2008-06-18,33.689999,33.820000,32.790001,33.040001,25.700266,3593711
2008-06-19,32.830002,33.250000,31.990000,32.930000,25.614700,3938517
2008-06-20,32.610001,33.160000,32.209999,32.400002,25.202440,5552554
2008-06-23,32.570000,32.820000,32.200001,32.349998,25.163546,3079252
2008-06-24,32.270000,32.270000,30.850000,31.250000,24.307907,6890446
2008-06-25,31.250000,32.180000,31.250000,31.889999,24.805731,3693354
2008-06-26,31.520000,31.740000,30.219999,30.540001,23.755632,4545637
2008-06-27,30.059999,30.660000,29.490000,30.190001,23.483383,4584535
2008-06-30,30.049999,30.780001,29.260000,30.549999,23.763411,4632514
2008-07-01,30.549999,30.549999,29.299999,29.959999,23.304476,3890688
2008-07-02,29.959999,30.250000,29.629999,29.790001,23.172239,3505120
2008-07-03,29.260000,29.969999,28.900000,29.860001,23.226692,4353642
2008-07-04,30.240000,30.379999,29.469999,29.629999,23.047787,1934353
2008-07-07,29.920000,30.280001,29.680000,29.990000,23.327812,2957320
2008-07-08,29.250000,30.670000,28.980000,30.250000,23.530056,5169693
2008-07-09,30.700001,30.700001,29.809999,30.309999,23.576725,3542466
2008-07-10,29.860001,30.280001,29.600000,29.860001,23.226692,2657553
2008-07-11,29.780001,29.930000,28.760000,28.760000,22.371052,5124726
2008-07-14,28.930000,29.420000,28.070000,28.219999,21.951014,4518217
2008-07-15,27.799999,28.150000,26.639999,27.709999,21.554304,8768078
2008-07-16,27.750000,28.650000,26.870001,28.270000,21.989904,6716590
2008-07-17,28.959999,30.180000,28.719999,29.459999,22.915550,6518623
2008-07-18,29.500000,30.340000,28.910000,30.100000,23.413376,4670374
2008-07-21,30.200001,30.780001,29.860001,30.570000,23.778965,2509311
2008-07-22,30.400000,30.730000,29.629999,30.700001,23.880089,3532676
2008-07-23,31.120001,32.200001,31.120001,31.870001,24.790176,5064542
2008-07-24,32.200001,32.459999,30.170000,30.480000,23.708963,8068766
2008-07-25,30.250000,30.930000,29.600000,30.680000,23.864531,4263907
2008-07-28,30.510000,30.510000,29.650000,29.750000,23.141129,3596172
2008-07-29,29.250000,29.660000,28.750000,29.480000,22.931105,4642472
2008-07-30,29.760000,29.850000,29.100000,29.410000,22.876656,2999434
2008-07-31,29.410000,29.559999,28.600000,28.910000,22.487730,4395296
2008-08-01,26.100000,27.389999,25.799999,27.360001,21.282059,14642149
2008-08-04,27.320000,27.450001,26.469999,26.629999,20.714226,5551120
2008-08-05,26.750000,27.639999,26.600000,27.639999,21.499857,5800815
2008-08-06,27.700001,27.920000,27.055000,27.770000,21.600981,4007165
2008-08-07,27.639999,28.129999,27.340000,27.625000,21.488188,4214595
2008-08-08,27.510000,29.665001,27.309999,29.430000,22.892212,8626905
2008-08-11,29.990000,30.870001,29.910000,30.754999,23.922869,7986719
2008-08-12,30.750000,32.169998,30.290001,31.219999,24.284571,6611109
2008-08-13,30.834999,31.000000,29.080000,29.219999,22.728865,8314161
2008-08-14,28.980000,29.180000,28.469999,28.879999,22.464396,4748528
2008-08-15,29.110001,29.740000,28.889999,29.580000,23.008892,4458078
2008-08-18,29.309999,29.834999,28.905001,29.200001,22.713310,2944833
2008-08-19,28.850000,28.975000,28.389999,28.430000,22.114363,3437130
2008-08-20,28.540001,28.730000,28.225000,28.700001,22.324383,3099139
