Date,Open,High,Low,Close,Adj Close,Volume
2001-01-02,2077.075928,2103.538086,2074.882080,2103.468994,2103.468994,0
2001-01-03,2108.253906,2123.899902,2105.497070,2123.898926,2123.898926,0
2001-01-04,2125.485107,2127.418945,2113.178955,2117.405029,2117.405029,0
2001-01-05,2117.664063,2125.381104,2114.055908,2125.300049,2125.300049,0
2001-01-08,2128.602051,2131.979980,2092.096924,2102.063965,2102.063965,0
2001-01-09,2099.322998,2111.100098,2082.841064,2101.135010,2101.135010,0
2001-01-10,2102.084961,2125.669922,2102.065918,2125.614990,2125.614990,0
2001-01-11,2129.610107,2131.367920,2117.029053,2119.141113,2119.141113,0
2001-01-12,2116.845947,2117.727051,2100.272949,2104.747070,2104.747070,0
2001-01-15,2097.091064,2097.092041,2030.287964,2032.442993,2032.442993,0
2001-01-16,2018.297974,2045.946045,2007.706055,2045.886963,2045.886963,0
2001-01-17,2046.376953,2048.695068,2031.755981,2034.583984,2034.583984,0
2001-01-18,2033.686035,2049.354980,2033.576050,2043.109985,2043.109985,0
2001-01-19,2046.581055,2067.876953,2046.541016,2065.605957,2065.605957,0
2001-01-22,null,null,null,null,null,null
2001-01-23,null,null,null,null,null,null
2001-01-24,null,null,null,null,null,null
2001-01-25,null,null,null,null,null,null
2001-01-26,null,null,null,null,null,null
2001-01-29,null,null,null,null,null,null
2001-01-30,null,null,null,null,null,null
2001-01-31,null,null,null,null,null,null
2001-02-01,null,null,null,null,null,null
2001-02-02,null,null,null,null,null,null
2001-02-05,2069.855957,2072.547119,2005.682983,2008.031982,2008.031982,0
2001-02-06,1999.723022,1999.724976,1956.177979,1995.314941,1995.314941,0
2001-02-07,1995.603027,1998.250000,1978.598999,1979.938965,1979.938965,0
2001-02-08,1977.558960,1986.897949,1926.400024,1930.137939,1930.137939,0
2001-02-09,1935.187988,1963.328979,1935.187988,1956.969971,1956.969971,0
2001-02-12,1958.655029,1961.810059,1935.587036,1961.220947,1961.220947,0
2001-02-13,1962.526978,1973.999023,1958.990967,1963.527954,1963.527954,0
2001-02-14,1962.738037,1966.839966,1956.422974,1963.199951,1963.199951,0
2001-02-15,1963.448975,1966.922974,1944.560059,1946.479004,1946.479004,0
2001-02-16,1942.048950,1942.123047,1911.870972,1941.963989,1941.963989,0
2001-02-19,1942.578979,1969.347046,1935.651001,1967.550049,1967.550049,0
2001-02-20,1969.776978,1980.385986,1947.255005,1953.218018,1953.218018,0
2001-02-21,1948.416992,1948.416992,1901.204956,1909.326050,1909.326050,0
2001-02-22,1901.993042,1922.457031,1893.782959,1907.260010,1907.260010,0
2001-02-23,1906.913940,1936.634033,1906.551025,1936.345947,1936.345947,0
2001-02-26,1940.770020,1954.779053,1935.546997,1954.692993,1954.692993,0
2001-02-27,1956.271973,1962.284058,1946.979980,1962.041992,1962.041992,0
2001-02-28,1964.355957,1965.020996,1950.931030,1959.180054,1959.180054,0
2001-03-01,1959.009033,1968.357056,1953.720947,1965.120972,1965.120972,0
2001-03-02,1969.056030,1987.389038,1968.961060,1985.110962,1985.110962,0
2001-03-05,1991.280029,1993.805054,1979.654053,1984.199951,1984.199951,0
2001-03-06,1986.732056,1990.060059,1977.110962,1990.060059,1990.060059,0
2001-03-07,1991.276001,1996.853027,1986.043945,1991.177002,1991.177002,0
2001-03-08,1990.636963,2002.251953,1989.869019,2000.900024,2000.900024,0
2001-03-09,2003.204956,2015.503052,1999.478027,2011.660034,2011.660034,0
2001-03-12,2013.312012,2015.597046,2004.963989,2012.552002,2012.552002,0
2001-03-13,2012.155029,2012.771973,1992.171021,1998.698975,1998.698975,0
2001-03-14,1996.151978,2018.619019,1994.943970,2018.615967,2018.615967,0
2001-03-15,2019.724976,2027.333008,2017.588013,2022.600952,2022.600952,0
2001-03-16,2023.029053,2024.280029,2011.991943,2020.235962,2020.235962,0
2001-03-19,2019.850952,2036.630005,2017.490967,2036.616943,2036.616943,0
2001-03-20,2039.553955,2045.941040,2037.173950,2045.792969,2045.792969,0
