Date,Open,High,Low,Close,Adj Close,Volume
2001-01-02,503.309998,521.340027,500.970001,520.950012,520.950012,23101400
2001-01-03,512.739990,524.580017,510.700012,521.429993,521.429993,32458400
2001-01-04,551.530029,567.159973,550.909973,558.020020,558.020020,44454000
2001-01-05,559.539978,581.409973,555.400024,580.849976,580.849976,57828600
2001-01-08,573.719971,587.909973,572.479980,586.650024,586.650024,55864500
2001-01-09,583.849976,589.919983,572.549988,589.919983,589.919983,55896700
2001-01-10,586.630005,593.859985,560.809998,560.809998,560.809998,64237800
2001-01-11,568.260010,570.570007,557.859985,561.789978,561.789978,51878800
2001-01-12,578.950012,601.090027,578.950012,587.869995,587.869995,71378700
2001-01-15,595.059998,608.219971,588.869995,599.000000,599.000000,61196100
2001-01-16,600.679993,608.510010,588.419983,603.419983,603.419983,60627800
2001-01-17,600.750000,610.469971,587.260010,595.830017,595.830017,50166000
2001-01-18,597.150024,612.900024,596.659973,604.049988,604.049988,45376400
2001-01-19,622.250000,622.250000,613.659973,619.780029,619.780029,43245400
2001-01-22,622.520020,627.450012,614.080017,627.450012,627.450012,48495300
2001-01-23,null,null,null,null,null,null
2001-01-24,null,null,null,null,null,null
2001-01-25,null,null,null,null,null,null
2001-01-26,623.679993,624.000000,591.729980,591.729980,591.729980,44373600
2001-01-29,592.750000,598.109985,587.419983,596.539978,596.539978,46115400
2001-01-30,601.289978,608.049988,591.340027,591.340027,591.340027,49867300
2001-01-31,594.760010,617.909973,593.539978,617.909973,617.909973,44212700
2001-02-01,606.489990,620.780029,605.419983,612.299988,612.299988,39600600
2001-02-02,614.510010,616.669983,602.130005,608.479980,608.479980,34528900
2001-02-05,594.909973,595.469971,575.580017,579.159973,579.159973,35407400
2001-02-06,577.250000,587.229980,573.520020,586.580017,586.580017,32630200
2001-02-07,584.929993,584.929993,574.440002,576.190002,576.190002,32272000
2001-02-08,577.119995,591.659973,577.119995,591.570007,591.570007,28224300
2001-02-09,588.359985,598.969971,581.489990,595.469971,595.469971,37456400
2001-02-12,587.619995,602.900024,584.369995,599.200012,599.200012,31892300
2001-02-13,603.150024,605.349976,594.409973,598.780029,598.780029,33673000
2001-02-14,594.929993,607.590027,592.320007,603.830017,603.830017,41323400
2001-02-15,611.260010,612.260010,602.409973,603.630005,603.630005,35976400
2001-02-16,605.469971,611.539978,604.270020,604.919983,604.919983,31952500
2001-02-19,595.659973,597.760010,588.909973,596.669983,596.669983,31428000
2001-02-20,595.770020,609.359985,593.169983,608.739990,608.739990,49856800
2001-02-21,605.489990,605.489990,594.450012,594.530029,594.530029,43914800
2001-02-22,589.299988,589.299988,571.719971,583.409973,583.409973,43489100
2001-02-23,579.969971,590.489990,579.450012,583.520020,583.520020,40076500
2001-02-26,585.159973,588.919983,580.590027,585.320007,585.320007,44898600
2001-02-27,590.140015,597.119995,576.659973,577.570007,577.570007,47576100
2001-02-28,571.640015,581.440002,571.039978,578.099976,578.099976,35125700
2001-03-01,null,null,null,null,null,null
2001-03-02,574.609985,574.609985,557.200012,559.440002,559.440002,32968700
2001-03-05,549.270020,565.380005,549.270020,565.380005,565.380005,30988100
2001-03-06,569.140015,574.900024,564.119995,568.150024,568.150024,48501800
2001-03-07,574.520020,576.940002,566.080017,568.640015,568.640015,36405800
2001-03-08,569.789978,579.280029,568.090027,579.280029,579.280029,34937500
2001-03-09,572.109985,573.669983,562.530029,565.760010,565.760010,31600300
2001-03-12,554.359985,556.840027,545.049988,545.049988,545.049988,36093900
2001-03-13,527.940002,533.250000,522.650024,527.969971,527.969971,35814100
2001-03-14,541.419983,545.000000,539.119995,543.280029,543.280029,41518800
2001-03-15,523.280029,542.299988,522.739990,541.830017,541.830017,38519100
2001-03-16,541.309998,543.809998,536.700012,538.669983,538.669983,33261500
2001-03-19,531.840027,541.200012,528.880005,534.330017,534.330017,25379900
2001-03-20,542.130005,542.789978,531.390015,531.590027,531.590027,27952900
2001-03-21,520.710022,532.590027,520.409973,532.590027,532.590027,36474200
2001-03-22,530.880005,532.250000,524.250000,527.049988,527.049988,40249900
2001-03-23,532.010010,539.190002,531.630005,537.969971,537.969971,36437900
2001-03-26,544.750000,550.260010,542.090027,545.979980,545.979980,43327500
2001-03-27,546.270020,546.270020,532.900024,532.900024,532.900024,43327300
2001-03-28,541.429993,541.710022,528.789978,528.789978,528.789978,40264200
2001-03-29,522.989990,531.849976,521.039978,523.799988,523.799988,48416800
2001-03-30,524.630005,528.599976,516.969971,523.219971,523.219971,41722500
2001-04-02,520.559998,522.090027,512.400024,515.200012,515.200012,23182000
2001-04-03,505.380005,507.670013,498.269989,503.260010,503.260010,27755200
2001-04-04,496.029999,501.320007,493.570007,493.690002,493.690002,31364000
2001-04-05,null,null,null,null,null,null
2001-04-06,518.059998,518.200012,504.540009,506.220001,506.220001,37358600
2001-04-09,503.070007,506.459991,497.459991,497.459991,497.459991,28385800
2001-04-10,500.970001,501.649994,491.209991,491.209991,491.209991,26193400
2001-04-11,505.239990,508.750000,501.630005,507.529999,507.529999,35428000
2001-04-12,516.729980,519.479980,511.730011,514.210022,514.210022,40894000
2001-04-13,518.640015,518.650024,512.349976,516.099976,516.099976,34689100
2001-04-16,514.549988,518.260010,508.350006,508.350006,508.350006,32865300
2001-04-17,506.920013,516.119995,505.920013,513.969971,513.969971,31953400
2001-04-18,523.260010,540.000000,520.309998,540.000000,540.000000,49486300
2001-04-19,567.489990,581.630005,558.969971,563.309998,563.309998,56158500
2001-04-20,567.659973,572.080017,556.219971,556.289978,556.289978,47564100
2001-04-23,559.090027,566.469971,556.520020,560.940002,560.940002,42036900
2001-04-24,552.320007,556.479980,547.390015,555.640015,555.640015,34670400
2001-04-25,552.690002,566.340027,551.150024,566.340027,566.340027,37654500
2001-04-26,569.580017,570.989990,560.840027,561.619995,561.619995,30580200
2001-04-27,561.059998,563.760010,553.669983,556.630005,556.630005,23112000
2001-04-30,565.440002,577.520020,564.719971,577.359985,577.359985,37149900
2001-05-01,null,null,null,null,null,null
2001-05-02,586.270020,587.179993,580.390015,583.700012,583.700012,59462200
2001-05-03,583.219971,584.679993,576.530029,584.400024,584.400024,39007200
2001-05-04,575.690002,585.599976,575.690002,585.599976,585.599976,39247100
2001-05-07,588.880005,599.049988,584.789978,596.500000,596.500000,47171900
2001-05-08,594.320007,597.950012,590.650024,590.909973,590.909973,48439800
2001-05-09,589.059998,589.419983,578.340027,578.840027,578.840027,52772900
2001-05-10,579.159973,584.330017,575.429993,581.380005,581.380005,55712600
2001-05-11,581.739990,584.280029,577.909973,583.059998,583.059998,54670100
2001-05-14,585.130005,588.130005,580.820007,584.080017,584.080017,52695500
2001-05-15,583.729980,585.739990,579.080017,581.299988,581.299988,55755200
2001-05-16,578.679993,585.669983,572.359985,572.400024,572.400024,52925200
2001-05-17,588.150024,596.390015,585.590027,596.390015,596.390015,56511200
2001-05-18,594.559998,600.539978,591.630005,600.539978,600.539978,59539700
2001-05-21,606.869995,620.890015,606.460022,618.960022,618.960022,75010000
2001-05-22,628.820007,630.080017,617.989990,617.989990,617.989990,79430300
2001-05-23,620.030029,625.799988,616.559998,622.599976,622.599976,52629100
2001-05-24,614.219971,624.460022,612.619995,622.280029,622.280029,56154200
2001-05-25,626.969971,633.159973,623.049988,624.109985,624.109985,63424400
2001-05-28,620.200012,622.669983,618.140015,618.469971,618.469971,43484100
2001-05-29,616.940002,632.090027,615.869995,632.049988,632.049988,53044200
2001-05-30,629.450012,629.900024,620.950012,628.419983,628.419983,44965600
2001-05-31,612.450012,617.659973,608.799988,612.159973,612.159973,38498300
2001-06-01,615.669983,617.090027,603.840027,607.070007,607.070007,35879100
2001-06-04,609.059998,613.210022,606.719971,610.909973,610.909973,34132300
